image_id,image_path,geohash,caption
caption_gt_0175,DEA_VLM_images/ga_ls8c_ard_3-x41y54-2020-patches/ga_ls8c_ard_3-x41y54-2020-qv5p4et-2020-02-25-raw.png,qv5p4et,"The image displays a landscape dominated by natural terrestrial vegetation, especially in the center and bottom areas, where deep green hues are visible. A river meanders from the top-right to the center, with several branches and smaller water bodies, including ponds and a small lake, mostly in the top-right and central areas, reflecting blue and dark green shades. Cultivated vegetation, likely cropland, appears as patterned green patches, mainly in the top-left, bottom-left, and central areas, indicating some irrigated field patterns. Bare surfaces, colored light brown to tan, are extensive in the top and right portions, particularly the top-left, top-right, and bottom-right, and intermingle with vegetated zones. A road corridor is faintly detectable, likely following the vegetated and cultivated zones. Overall, the image shows a balance between bare ground and vegetated surfaces, with natural and cultivated vegetation concentrated along watercourses and bare surfaces dominating the peripheries. The landscape use is characterized by a mix of nature reserve, cropland, dam, and water bodies, with the river acting as the main spatial feature. A cluster of cultivated fields in the central area connects directly to the river through a visible network of irrigation channels branching from the main watercourse."
caption_gt_0176,DEA_VLM_images/ga_ls8c_ard_3-x41y54-2020-patches/ga_ls8c_ard_3-x41y54-2020-qv4uz0k-2020-02-09-raw.png,qv4uz0k,"The image displays a predominantly bare landscape with extensive natural bare surfaces, especially in the bottom-left, bottom-right, and central areas, where reddish-brown hues dominate. Natural terrestrial vegetation appears as darker green patches, mainly along a winding river that flows from the top-left to the right-center, forming the main water body and marking a clear vegetated corridor. Smaller, scattered vegetated areas are present in the top and center regions. Cultivated vegetation is limited to small patches in the bottom-left. The balance strongly favors bare ground, with vegetated areas following the river’s path and providing a contrasting green tone against the surrounding brown terrain. Overall, the landscape use is natural and sparsely cultivated, with water bodies and vegetation closely linked along the river course. Several faint linear tracks converge toward the vegetated river corridor, indicating that these paths facilitate access between the bare terrain and the water or vegetation along the river."
caption_gt_0177,DEA_VLM_images/ga_ls8c_ard_3-x62y35-2020-patches/ga_ls8c_ard_3-x62y35-2020-r63vrbf-2020-01-07-raw.png,r63vrbf,"The image shows a landscape dominated by natural bare surfaces and patches of natural terrestrial vegetation, with bare ground most extensive in the central and bottom areas. Sparse cultivated terrestrial vegetation appears mainly in the top-left and bottom-left areas. There are faint traces of a river or stream running through the central and lower portions. Artificial surfaces are limited, with a small urban area or settlement present, likely in the central or slightly upper region, appearing as a lighter-toned patch. A road corridor is faintly visible, running diagonally from the lower left toward the central area, linking the small urban feature to the surrounding landscape. Vegetated areas are generally dark brownish-green, while bare surfaces range from light tan to reddish-brown, giving the overall image an arid, earthy tone. The landscape is predominantly bare with scattered vegetation, minimal water, and limited urban development, reflecting a mix of natural and cultivated land uses. The diagonal road corridor intersects with the faint river or stream near the central area, creating a visible crossing point between transportation and water features."
caption_gt_0178,DEA_VLM_images/ga_ls8c_ard_3-x62y35-2020-patches/ga_ls8c_ard_3-x62y35-2020-r66hgzb-2020-01-07-raw.png,r66hgzb,"The image predominantly features bare ground with extensive patches of natural bare surface, especially concentrated in the center and bottom-right areas, interspersed with cultivated terrestrial vegetation mainly in the top-left, top-right, and bottom-left areas. Road corridors cut across the image, connecting cultivated areas and the artificial surface, mainly running diagonally and intersecting near the center. Vegetation appears sparse and patchy, with natural vegetation most evident in the top-right and bottom-right, presenting muted greenish-brown tones. The overall color palette is dominated by shades of brown and tan, reflecting the arid and bare nature of the landscape, with cultivated fields forming irregular patterns and the balance clearly favoring bare surfaces over vegetated areas. The land use suggests a landscape shaped by agriculture, limited water flow, and transport routes amidst predominantly bare ground. A narrow linear feature, which is a minor road, runs parallel to and connects several large, dark rectangular plots in the bottom-left and lower-central portions, forming a visible linkage between these distinct areas. A series of large, dark rectangular plots, which are dense forest, are visible in the bottom-left and lower-central portions of the image, standing out distinctly from the surrounding lighter-toned bare ground."
caption_gt_0179,DEA_VLM_images/ga_ls8c_ard_3-x66y37-2020-patches/ga_ls8c_ard_3-x66y37-2020-r6u5hph-2020-03-20-raw.png,r6u5hph,"The image shows a landscape dominated by natural terrestrial vegetation, especially in the central and top areas, appearing as dark green to brown hues. Cultivated terrestrial vegetation is visible mainly in the bottom-left, top-left, and top-right areas, with lighter green patches indicating agricultural fields. A small artificial surface, likely a small town or urban fabric, is present in the bottom-left area, appearing as a light-colored cluster. Road corridors run primarily through the bottom-left and lower areas, connecting the artificial surfaces and cultivated fields. The balance of the landscape is weighted toward natural vegetation, with cultivated areas interspersed, and artificial surfaces occupying a minor portion. The overall color pattern includes dark greens and browns for forests and fields, lighter greens for crops, and light tones for urban features and water bodies."
caption_gt_0180,DEA_VLM_images/ga_ls8c_ard_3-x66y37-2020-patches/ga_ls8c_ard_3-x66y37-2020-r6u73sb-2020-02-01-raw.png,r6u73sb,"The image predominantly features natural terrestrial vegetation, especially in the center, bottom-left, bottom-right, and top-right areas, which appear as dark green and brown hues. The top-left and bottom-left areas show patches of cultivated terrestrial vegetation, with the top-left displaying more vibrant green tones indicating active cropland. Artificial surfaces are scattered. Bare ground is evident throughout, especially in the central and right portions, contributing to a mix of brown and green tones. A linear road corridor runs diagonally from the left to the upper right, intersecting with smaller roads and connecting artificial areas. Overall, the landscape is dominated by natural vegetation interspersed with cultivated fields and bare ground, with artificial surfaces and road networks forming a secondary pattern. A network of smaller access roads branches off from the main diagonal road corridor, directly connecting the circular artificial clearing to the surrounding artificial surfaces and cultivated fields."
caption_gt_0181,DEA_VLM_images/ga_ls8c_ard_3-x59y37-2020-patches/ga_ls8c_ard_3-x59y37-2020-r4xkhyv-2020-01-13-raw.png,r4xkhyv,"The image shows a landscape dominated by natural bare surfaces with reddish-brown hues interspersed with patches of natural terrestrial vegetation, which appear as slightly darker greenish or brownish areas. A river or stream runs diagonally from the center towards the bottom right, and associated wetland areas are evident around the river’s path. The water body in the center area is relatively narrow and elongated, following the river corridor. Water features are limited to the central river and its adjacent wetlands. The overall balance is heavily tilted toward bare surfaces, with vegetated areas forming irregular patches mainly in the center and along the river. The landscape use is primarily natural, with features such as embankments and wetlands supporting the dominance of natural processes. Several vegetated patches connect directly to the river and wetland areas, forming linear corridors of vegetation that follow the water flow. A faint network of winding, pale tracks or paths crosses the bare surfaces, indicating minor erosional features."
caption_gt_0182,DEA_VLM_images/ga_ls8c_ard_3-x29y45-2020-patches/ga_ls8c_ard_3-x29y45-2020-qs4813b-2020-01-25-raw.png,qs4813b,"The image shows a predominantly natural bare surface landscape with a reddish-brown hue, indicating sparse vegetation and extensive exposed soil or rock. In the top-left and top-right areas, patches of natural terrestrial vegetation are visible, appearing as slightly darker or greenish tones amid the bare surface. A river, following a meandering path, is visible in the upper part of the image, with its corridor marked by subtle linear color changes and possible riparian vegetation. A road corridor is discernible, running diagonally from the center towards the bottom. The balance of the image is dominated by bare surface, with only minor vegetated patches in the northern sections. The overall land use reflects a mix of natural surfaces with no artificial or agricultural modification. The road corridor crosses the river near the upper center of the image, creating a clear intersection between transportation and natural water features. A small cluster of pale, irregularly shaped patches is visible in the lower right quadrant, indicating localized soil or mineral variation."
caption_gt_0183,DEA_VLM_images/ga_ls8c_ard_3-x29y45-2020-patches/ga_ls8c_ard_3-x29y45-2020-qefvxtc-2020-01-02-raw.png,qefvxtc,"The image displays a predominantly natural bare surface landscape, especially concentrated in the center and extending throughout all areas. Natural terrestrial vegetation is present mainly in all areas. A river or stream runs horizontally across the lower third of the image, and is the primary visible water body; it appears narrow and follows a meandering path. The coloration is dominated by shades of reddish-brown and tan, with subtle greenish hues indicating vegetation patches. The landscape is largely bare with sparse vegetated patches, reflecting a dominance of natural surfaces and minimal human alteration. The river or stream closely follows the edge of the lighter-colored diagonal band, highlighting a strong spatial relationship between the watercourse and the contrasting terrain feature. A distinct band of lighter-colored terrain runs diagonally across the central portion of the image, contrasting with the surrounding reddish-brown areas."
caption_gt_0184,DEA_VLM_images/ga_ls8c_ard_3-x51y56-2020-patches/ga_ls8c_ard_3-x51y56-2020-rj91nxw-2020-05-12-raw.png,rj91nxw,"The image features a prominent coastline with a large blue water body in the top-right area, accompanied by visible river or stream corridors flowing toward the coast. The majority of the landscape is covered by natural terrestrial vegetation, which appears as dark green and brown hues, especially in the top-left, bottom-left, and central areas. The bottom-right and central areas also show patches of natural bare surfaces, visible as lighter brown and gray tones. Road corridors are faintly visible, connecting the coastline to the interior. The landscape is dominated by vegetated surfaces, with bare surfaces forming minor but noticeable patches, and water features concentrated along the coastline and river paths."
caption_gt_0185,DEA_VLM_images/ga_ls8c_ard_3-x59y36-2020-patches/ga_ls8c_ard_3-x59y36-2020-r4x6cbv-2020-01-13-raw.png,r4x6cbv,"The image displays a landscape dominated by natural bare surfaces, especially in the central and upper areas, with patches of cultivated terrestrial vegetation visible in the top-left and bottom-left regions and natural terrestrial vegetation in the top-right and bottom-right. A river or stream, characterized by a dark, meandering line, flows horizontally across the lower part of the image from left to right, forming the main water body. The river appears to be the most significant water feature, with its width and path easily distinguishable. The overall color palette consists of light tan and reddish-brown hues for bare surfaces, with subtle greenish tones in vegetated and cultivated patches. The balance is strongly skewed toward bare surfaces, with vegetation and cropland occupying smaller, scattered areas. The landscape primarily supports natural bare land with some zones of cultivation and natural vegetation, suggesting a mix of arid and semi-arid land uses. Several of the circular or oval depressions near the river are directly connected to its edge, and they fill with water during periods of high river flow or flooding."
caption_gt_0186,DEA_VLM_images/ga_ls8c_ard_3-x55y38-2020-patches/ga_ls8c_ard_3-x55y38-2020-r4u27wm-2020-01-02-raw.png,r4u27wm,"The image predominantly displays a natural bare surface with a uniform orange hue, indicating minimal vegetation. Two medium-sized water bodies are visible in the top area, with irregular shapes and lighter coloration, suggesting shallow water or exposed wet surfaces. The central, bottom-left, and bottom-right areas are dominated by bare terrain, with no visible vegetation or urban features. Subtle, narrow linear features running diagonally from the bottom left to the top right may indicate a river or stream corridor, and a possible road corridor, though both are faint. Overall, the landscape is overwhelmingly bare, with sparse water bodies concentrated in the top section and no evidence of cropland, urban settlements, or irrigated fields. The two water bodies at the top are located within the troughs formed by the parallel, wavy ridges, demonstrating that the surface topography directly determines the location and shape of the water accumulation."
caption_gt_0187,DEA_VLM_images/ga_ls8c_ard_3-x58y45-2020-patches/ga_ls8c_ard_3-x58y45-2020-r5y742d-2020-01-11-raw.png,r5y742d,"The image predominantly displays a vast natural bare surface with light brown and tan hues, covering most of the center, bottom-left, and bottom-right areas. A river or stream system, appearing as a darker, branching pattern, flows vertically from the top-left toward the bottom, indicating the primary water body. The top-left area contains both bare surfaces and a small artificial surface, likely a small town or settlement, distinguishable by a subtle cluster of lighter structures. The top-right area shows patches of natural terrestrial vegetation in darker green tones, with a small irrigated cropland patch visible as a localized green spot. A faint road corridor runs diagonally from the top-right toward the center, linking to the artificial area in the top-left. Vegetated surfaces are limited and concentrated in the top-right, while bare land dominates the landscape, reflecting a dry, sparsely populated environment with minimal urban development and isolated cropland. The narrow linear feature intersects the faint road corridor near the center of the image, forming a clear crossing point between the two infrastructure elements."
caption_gt_0188,DEA_VLM_images/ga_ls8c_ard_3-x60y41-2020-patches/ga_ls8c_ard_3-x60y41-2020-r72hmf4-2020-01-13-raw.png,r72hmf4,"The image shows a landscape dominated by natural and cultivated terrestrial vegetation with extensive natural bare surfaces, especially toward the center and bottom-right areas. A river or stream is visible meandering from the top-left toward the top-right, with several smaller water bodies present nearby, appearing as darker blue or gray patches, mostly in the upper portion of the image. The top-right and bottom-left areas show patches of natural and cultivated vegetation. The bottom-right and center areas are characterized by large expanses of bare, reddish-brown terrain. A faint road corridor can be observed crossing diagonally from the bottom-left toward the top-right. The overall color palette features reddish-brown bare soil, interspersed with greenish hues from vegetation and darker tones for water bodies. Vegetated surfaces are less dominant than bare surfaces, with cultivation concentrated in the top and left areas. The landscape use is a mix of agriculture, sparse settlement, and natural open land, with clear evidence of water features and road infrastructure. Clusters of small, bright white clouds are visible in the upper-left section."
caption_gt_0189,DEA_VLM_images/ga_ls8c_ard_3-x60y41-2020-patches/ga_ls8c_ard_3-x60y41-2020-r5rfpy8-2020-05-04-raw.png,r5rfpy8,"The image shows a landscape dominated by cultivated terrestrial vegetation and natural bare surfaces, especially in the top-left and bottom-left areas, where agricultural fields are arranged in a patchwork pattern with reddish-brown and tan hues. In the top-right and bottom-right, there is a mix of natural terrestrial vegetation and cultivated land, with visible green patches indicating denser vegetation. A river runs from the center-top toward the bottom-right, curving through the scene and flanked by lighter-colored water bodies and green riparian zones. A road corridor can be seen running near the river, likely connecting agricultural plots and possibly linking to small settlements, though no clear urban features are apparent. The overall balance leans toward cultivated and bare surfaces, with natural vegetation concentrated in the right and central parts, and water features providing a contrasting blue and green tone to the otherwise reddish-brown landscape. The land use is predominantly agricultural with supporting water bodies and a river system. The river forms a boundary between the densely cultivated fields on the left and the greener, more vegetated areas on the right, creating a distinct division in land use across the scene. Several rectangular agricultural fields in the bottom left contain parallel linear patterns, indicating recent plowing or planting activities."
caption_gt_0190,DEA_VLM_images/ga_ls8c_ard_3-x59y37-2020-patches/ga_ls8c_ard_3-x59y37-2020-r4xxyn6-2020-01-13-raw.png,r4xxyn6,"The image displays a predominantly reddish-brown landscape with scattered patches of natural terrestrial vegetation and cultivated vegetation, mainly in the top-left and centre areas. Several water bodies are visible, with small lakes or ponds mainly in the top-left and bottom-left, each covering modest areas. The top-right and bottom-right are dominated by natural terrestrial vegetation mixed with bare surfaces. Road corridors can be observed as linear features crossing the landscape, connecting the centre to other areas. The overall balance is tipped towards bare surfaces and natural vegetation, with cultivated land interspersed. The water bodies and wetlands introduce some lighter and darker blue-green hues, contrasting with the dominant reddish-brown and muted green tones of the land. The landscape reflects a mosaic of natural, cultivated, and sparsely urbanized land use. A network of linear road corridors intersects near the dark patch in the upper left quadrant, forming a visible junction that connects multiple areas of the landscape."
caption_gt_0191,DEA_VLM_images/ga_ls8c_ard_3-x59y37-2020-patches/ga_ls8c_ard_3-x59y37-2020-r4xwm59-2020-01-06-raw.png,r4xwm59,"The image displays a landscape dominated by natural terrestrial vegetation and natural bare surfaces, with bare surfaces appearing as light brown and vegetated areas as darker brown or greenish patches. Several water bodies are visible, notably a large pale water body in the top-left area and smaller water or wetland patches scattered throughout the top and central regions. The irregular shapes and light tones suggest shallow wetlands or seasonal ponds. The landscape shows a mosaic of bare and vegetated surfaces, with bare areas being more prominent in the top and center, while vegetation is more continuous in the bottom and right. The overall color palette is dominated by shades of brown, tan, and muted green, with pale hues marking water or wetland zones. The land use is primarily natural, supporting wetlands and water bodies. A network of faint, narrow tracks or paths branches off from the main diagonal road, connecting various bare and vegetated patches across the landscape."
caption_gt_0192,DEA_VLM_images/ga_ls8c_ard_3-x59y37-2020-patches/ga_ls8c_ard_3-x59y37-2020-r4xkfwq-2020-01-13-raw.png,r4xkfwq,"The image displays a landscape dominated by reddish-brown natural bare surfaces, especially in the center and bottom-right areas, interspersed with patches of natural terrestrial vegetation mainly in the top-right and bottom-right. A small water body, likely a pond or small lake, is visible in the bottom-left, appearing gray-blue and surrounded by some bare surface. There are subtle linear features consistent with a road corridor, mainly in the top-left. Overall, the landscape is predominantly bare with scattered vegetation and cropland, and a minor presence of water. Several narrow, branching channels converge toward the small water body in the bottom left, indicating a hydrological connection between the drainage network and the pond or lake."
caption_gt_0193,DEA_VLM_images/ga_ls8c_ard_3-x66y37-2020-patches/ga_ls8c_ard_3-x66y37-2020-r6u6z6q-2020-03-13-raw.png,r6u6z6q,"The image displays a landscape dominated by natural terrestrial vegetation, especially in the top-left, bottom-left, and central areas, where dark green hues indicate dense forests or nature reserve zones. Cultivated terrestrial vegetation, appearing as lighter green patches, is scattered throughout all areas, particularly in the top-right, bottom-right, and central zones, suggesting active cropland use. A river or stream, visible as a winding blue feature, traverses from the center to the right side, with adjacent wetland areas suggested by the surrounding vegetation and water presence. Several small water bodies or ponds are visible, mainly in the top-right and bottom-right, though they are minor compared to the main river. Artificial surfaces, including a small town or urban fabric, are located in the top-right and bottom-right areas, identifiable by lighter, geometric patches. Bare ground is minimal and mostly at the margins of cultivated or natural areas. A road corridor is faintly visible, connecting urban patches and running roughly from the top-right to the bottom-right. The balance of land cover is tipped toward vegetated surfaces, both natural and cultivated, with artificial and bare surfaces occupying a much smaller proportion. The overall color palette is dominated by various shades of green, interspersed with brown (bare ground) and blue (water bodies). The landscape use is primarily conservation and agriculture, with limited urban and transport infrastructure. Several rural roads or trails visibly intersect both cultivated fields and forested areas, creating direct access routes between agricultural land and natural vegetation zones. A network of narrow, light-colored linear features, representing smaller rural roads or trails, winds through the forested and agricultural areas."
caption_gt_0194,DEA_VLM_images/ga_ls8c_ard_3-x66y37-2020-patches/ga_ls8c_ard_3-x66y37-2020-r6udck2-2020-04-14-raw.png,r6udck2,"The image shows a landscape dominated by natural terrestrial vegetation, appearing as extensive dark green forested areas across the center, right, and bottom portions. Cultivated terrestrial vegetation is present mainly in the top-left and bottom-left areas, visible as lighter green patches, likely indicating cropland or managed fields, with some irregular field boundaries. Water bodies include a winding river visible along the left edge, curving from the bottom-left toward the top-left, and a small dark pond or lake near the center-right, both reflecting shades of blue or black. A faint road corridor can be detected, most likely running parallel to the river in the left section, connecting vegetated and cultivated zones. The overall balance is heavily in favor of natural vegetation, with cultivated fields occupying smaller, localized areas and water features being relatively limited in size. The image is characterized by deep green hues for forests, lighter green for croplands, and blue-black for water bodies. Land use is primarily natural and agricultural, with minor transport infrastructure and no visible settlements."
caption_gt_0195,DEA_VLM_images/ga_ls8c_ard_3-x66y37-2020-patches/ga_ls8c_ard_3-x66y37-2020-r6u3ypx-2020-01-09-raw.png,r6u3ypx,"The image shows a landscape dominated by natural terrestrial vegetation, which appears dark green to brown and covers most of the top-left and top-right areas, as well as large portions of the center and bottom. A river winds from the right to the center and curves toward the left, forming the main water body; it is visible as a sinuous, bluish to dark feature. Several smaller water bodies or ponds are visible adjacent to the river, especially near the bottom and center, with areas generally smaller than the river’s width. Cultivated terrestrial vegetation, appearing as lighter green or brown patches, is most prominent in the bottom-left, bottom-right, and central areas, arranged in irregular and some rectangular patterns, suggesting agricultural use but with no clear irrigated field patterns. A road corridor is faintly visible, running parallel to or intersecting with the river, likely connecting different cultivated and natural areas. A possible open pit mine or cleared patch may be present near the central or bottom-right area, distinguished by lighter, bare surfaces. Overall, the landscape is predominantly vegetated, with natural cover outweighing cultivated and bare areas, and water bodies are mainly limited to the river and adjacent small ponds. The river serves as a natural boundary, separating extensive areas of natural vegetation from more cultivated and developed patches, with cultivated fields predominantly clustered along the southern bank. Small, scattered white clouds are visible over several parts of the landscape, especially in the upper and central areas."
caption_gt_0196,DEA_VLM_images/ga_ls8c_ard_3-x59y36-2020-patches/ga_ls8c_ard_3-x59y36-2020-r4xef8m-2020-01-13-raw.png,r4xef8m,"The image shows a landscape dominated by natural terrestrial vegetation and natural bare surfaces, with the lower half displaying extensive reddish-brown bare land and sparse vegetation. A prominent river or stream, reflecting dark green and blue hues, meanders through the top section from left to right, forming the main water body. Smaller patches of water and possible wetlands are present near the river, especially in the top-left and center areas. The top and center portions feature a mix of greenish vegetation and lighter bare ground. A road corridor, visible as a thin, pale line, crosses diagonally from the left-center toward the upper right, connecting areas of bare surface and vegetation. Overall, bare surfaces are dominant in the bottom half, while vegetation and water features are concentrated in the upper and central regions. The color palette includes reddish-brown for bare land, green for vegetation, and dark blue-green for water bodies. The land use is primarily natural with a significant river system, wetlands, and a visible transportation route. The road corridor intersects with a smaller access track near the center-left, creating a visible junction adjacent to the irregularly shaped light patch in the bare land. A small, irregularly shaped light patch, a cleared or disturbed area, is visible near the center-left of the image within the reddish-brown bare land."
caption_gt_0197,DEA_VLM_images/ga_ls8c_ard_3-x62y33-2020-patches/ga_ls8c_ard_3-x62y33-2020-r645vze-2020-01-07-raw.png,r645vze,"The satellite image displays a landscape dominated by natural bare surfaces, especially in the central area, with scattered patches of natural terrestrial vegetation mainly in the top-left, top-right, bottom-left, and bottom-right areas. A river or stream, visible as a narrow, meandering feature, flows diagonally from the top left toward the bottom center, with its path marked by a slightly darker hue compared to the surrounding terrain. A road corridor is faintly discernible, likely running parallel to or intersecting the river. The overall coloration is dominated by shades of brown and tan, indicating arid or semi-arid conditions with sparse vegetation. Bare surfaces clearly outweigh vegetated areas, reflecting a landscape with limited plant cover and primary use related to natural landforms and hydrology."
caption_gt_0198,DEA_VLM_images/ga_ls8c_ard_3-x55y42-2020-patches/ga_ls8c_ard_3-x55y42-2020-r5khe7g-2020-01-02-raw.png,r5khe7g,"The image shows a predominantly bare landscape with extensive natural bare surfaces covering most areas, especially in the center and across all quadrants. Vegetation, both natural and cultivated, is patchy and limited to the top-left, top-right, bottom-left, and bottom-right edges, forming small scattered patches rather than continuous coverage. There are no large artificial or urban areas visible. A faint road corridor can be seen, likely following the natural contours or river paths, but it is not dominant. The overall color is a mix of light and medium brown, with some areas showing pale yellow and hints of greenish tones where vegetation occurs. The landscape is dominated by bare surfaces, with vegetated and cultivated patches being minor and discontinuous, indicating arid or semi-arid land use with minimal agricultural activity. Several dry riverbeds converge toward a central depression, indicating a common drainage basin where surface water temporarily accumulates during rare rainfall events."
caption_gt_0199,DEA_VLM_images/ga_ls8c_ard_3-x61y42-2020-patches/ga_ls8c_ard_3-x61y42-2020-r780qq7-2020-01-13-raw.png,r780qq7,"Vegetated areas are less extensive than bare surfaces. The landscape is mainly used for natural vegetation and bare ground. The image shows a predominantly bare landscape with extensive natural bare surfaces, especially in the center and bottom-right areas, interspersed with patches of natural terrestrial vegetation mainly in the top-right and bottom-left. A road corridor runs in a broad curve from the bottom-right to the top-centre. The overall color is a mix of reddish-brown and tan hues, with some darker greenish patches indicating vegetation. The curved road corridor forms a boundary that separates the densely vegetated patches in the bottom left from the expanses of bare ground in the central and right portions of the image."
caption_gt_0200,DEA_VLM_images/ga_ls8c_ard_3-x53y50-2020-patches/ga_ls8c_ard_3-x53y50-2020-rhdmrx3-2020-02-08-raw.png,rhdmrx3,"The image displays a landscape with a dominant mix of natural terrestrial vegetation and bare ground. Multiple river or stream channels are visible, primarily in the top and left areas, flowing from the top right toward the lower left, with dark blue-green hues indicating water bodies of varying widths. Several smaller water channels and possible seasonal pools are present. The left and top-left areas show more vegetated cover, appearing greenish, while the central and right areas transition into more extensive bare surfaces and reddish-brown hues. There is evidence of a linear road corridor running vertically in the right area, likely connecting or bordering nature reserve and bare zones. Overall, the landscape is a mosaic of natural vegetation, bare surfaces, with watercourses shaping the topography, and the color palette ranges from greens to browns and dark blues. The balance leans toward natural vegetation and bare ground."
caption_gt_0201,DEA_VLM_images/ga_ls8c_ard_3-x58y44-2020-patches/ga_ls8c_ard_3-x58y44-2020-r5wpuwu-2020-02-12-raw.png,r5wpuwu,"The image shows a landscape dominated by cultivated terrestrial vegetation interspersed with natural terrestrial vegetation, resulting in a mostly green appearance with some brownish patches. A river or stream runs vertically through the center, creating a visible corridor of darker green and blue hues, especially prominent in the bottom-right area where water is more extensive. Additional small water bodies are present, mainly in the bottom-right, with sizes ranging from a few pixels up to larger patches, suggesting ponds or small lakes. A road corridor can be seen, likely running diagonally and connecting vegetated zones. The land cover is heavily weighted toward natural vegetation, with bare surfaces being minimal. The landscape use is primarily natural cover, with water features and a road corridor supporting connectivity. A segment of the diagonal road corridor intersects the river corridor near the lower-right quadrant, forming a distinct junction between transportation and water features."
caption_gt_0202,DEA_VLM_images/ga_ls8c_ard_3-x56y36-2020-patches/ga_ls8c_ard_3-x56y36-2020-r4mx8vz-2020-01-20-raw.png,r4mx8vz,"The image predominantly displays a natural bare surface, covering all areas including the top-left, top-right, bottom-left, bottom-right, and center. A river or stream is visible in the left section, flowing diagonally from the bottom-left towards the upper left, with a dark hue contrasting against the reddish-brown bare land. There are also water bodies present, though small and less conspicuous compared to the river, likely appearing as dark patches. The overall landscape is characterized by extensive bare, reddish-orange terrain with minimal water presence and no dominant vegetation. The river or stream in the left section connects with or terminates near the cluster of small, dark water bodies, indicating a hydrological relationship between these features. A small, dark triangular feature, which is a dense forest with a water body, is visible near the bottom center of the image, standing out against the otherwise uniform bare terrain."
caption_gt_0203,DEA_VLM_images/ga_ls8c_ard_3-x54y32-2020-patches/ga_ls8c_ard_3-x54y32-2020-r1umf3z-2020-01-27-raw.png,r1umf3z,"A winding river is visible in the top-right area, bordered by darker green hues, indicating a water body with adjacent natural terrestrial vegetation. The river curves and marks the primary water feature in the image. The dominant land cover across the image is a mix of natural bare surface and natural terrestrial vegetation, with bare ground and reddish-brown tones most extensive in the center, bottom, and left areas. Vegetation appears as darker patches, mainly in the bottom-left. A faint linear feature, possibly a road corridor, runs diagonally from the top-left to the bottom-right, linking natural areas. The landscape is largely balanced between bare and vegetated surfaces, with bare ground being slightly more dominant. The overall color palette consists of reddish-brown and light tan for bare surfaces, with darker green along the river and vegetation patches, reflecting a natural, arid, or semi-arid environment."
caption_gt_0204,DEA_VLM_images/ga_ls8c_ard_3-x54y32-2020-patches/ga_ls8c_ard_3-x54y32-2020-r1us2dr-2020-01-04-raw.png,r1us2dr,"The image shows a landscape dominated by cultivated terrestrial vegetation, with large rectangular cropland fields covering most of the area. Artificial surfaces, likely representing a small town or settlement, are visible in the top-left area, where a denser cluster of structures can be observed. A road corridor runs diagonally from the top-left toward the bottom-right, linking the artificial area to other parts of the image. The overall color is a mix of light brown and tan hues, indicating dry or harvested cropland with some patches of darker brown suggesting either bare soil or fallow fields. Vegetated surfaces are present but are not dominant, as bare or cultivated surfaces take up most of the space. The landscape reflects primarily agricultural use with minor urban and transport features. The road corridor intersects several cropland fields, providing direct access between the agricultural areas and the artificial settlement."
caption_gt_0205,DEA_VLM_images/ga_ls8c_ard_3-x60y36-2020-patches/ga_ls8c_ard_3-x60y36-2020-r682x22-2020-01-22-raw.png,r682x22,"The image displays a landscape dominated by natural bare surfaces, particularly in the center and bottom-right areas, interspersed with patches of natural and cultivated terrestrial vegetation. The top-right and bottom-left areas also feature natural vegetation and bare land. A faint road corridor runs diagonally from the bottom left to the top and right edge. Water bodies, including a possible river or stream and wetland patches, are present but appear small and scattered, with no large lakes visible. The overall coloration is predominantly reddish-brown, indicating dry soil and sparse vegetation, with occasional darker greenish patches where vegetation or wetlands are concentrated. The balance of the landscape leans toward bare surfaces with fragmented vegetated, reflecting a semi-arid environment with mixed land use. Several small, circular light patches are visible throughout the landscape, indicating isolated man-made structures or clearings."
caption_gt_0206,DEA_VLM_images/ga_ls8c_ard_3-x60y36-2020-patches/ga_ls8c_ard_3-x60y36-2020-r688sub-2020-01-22-raw.png,r688sub,"The image shows a predominantly bare landscape with light brown and tan hues, indicating extensive natural bare surface, especially in the center. Several dark patches are visible throughout, representing smaller water bodies and wetlands, with the most notable cluster near the center and right areas. A winding river or stream runs vertically from the top to the bottom, curving through the central part of the image, and is accompanied by adjacent wetlands. There is a clear, straight road corridor running horizontally from left to right across the upper central part of the image. Vegetated areas, both natural and cultivated, are scattered in the top-left, bottom-left, and right edges, but are less extensive than the bare surfaces. The landscape is dominated by bare surfaces with smaller patches of natural and cultivated vegetation, interspersed with dark blue and greenish water features. The straight road corridor intersects the winding river at two distinct points, creating clear crossings near the center of the image."
caption_gt_0207,DEA_VLM_images/ga_ls8c_ard_3-x53y30-2020-patches/ga_ls8c_ard_3-x53y30-2020-r1e4ww3-2020-01-18-raw.png,r1e4ww3,"The image predominantly features a large ocean area, occupying most of the left and central areas, with deep blue hues visible throughout. Along the top-right to bottom-right edge, a narrow strip of land runs parallel to the water, showing a mix of natural terrestrial vegetation (appearing greenish) and natural bare surfaces (appearing tan or light brown), indicating coastal land cover. The landscape is characterized by a strong dominance of water, with limited vegetated and bare surfaces concentrated only along the coastline, consistent with typical coastal land use. A series of parallel wave patterns extends from the ocean toward the shoreline, illustrating the interaction between ocean currents and the coastal boundary. A distinct white line of surf or breaking waves is visible along the coastline."
